가게명,요리,개업,운영상태,별점,리뷰수,리뷰1,리뷰2,리뷰3
남경식당,한식,,영업 중,4.22,541,"아 정말 처음 먹어보는 음식, 문어곱창전골을 먹어보거 왔습니다ㅎㅎㅎㅎ 꼭 한번 드셔보세여 ㅎㅎ",이침식사로 미역국 잘 먹었습니다.,문어곱창전골이랑 섭국 먹었는데 곱창이랑 문어 질기지도 않고 맛있게 잘먹었습니다^^
요기국수김밥,국수,,영업 중,4.55,535,제일 인기 좋았어요 요기는 짭잘하니 기본김밥 이였고,생골뱅이 처음 먹어봤는데 신세계! 홍게김밥도 맛있어요 다음에 속초가면 또 갈게요!,오징어 덮밥 맛있어요. 매콤하니 입맛 돋아요. 당연히 다시마김밥과 매운 오징어채 김밥도 맛있어요.
연탄불생구이,돼지고기구이,,영업 전,4.57,529,진짜 가격도 괜찮고 고기 솔직히 싸서 맛그냥 그럴줄알았는데 고기 두꺼운데 너무 맛있었습니다!,고기 잡내 1도 없고 된장찌개 존맛! 뒷다리살도 쫄깃하니 맛나고 생목살도 맛남! 분위기 진짜 좋음요,갈때마다 양념 돼지꼬리를 많이 먹었었는데 뒷고기도 엄청 맛있네요. 최고입니다
도문집,한식,,영업 중,4.29,525,여기 만두나 칼국수 너무나 맛있어요 ㅎㅎ 속초로 여행을 다시 한번 오게되어서 바로 재방문한 집입니다! ㅎㅎ,기대를 안하고 배고파서 그냥 들어갔는데 맛집이었어요 만두 진짜꿀맛 가격도 싸구요암튼 맛남맛남,관광지임에도 적당한 가격과 손수 빚은 만두가 맛있었어요 ㅎㅎ
면사무소,"칼국수,만두",,영업 중,4.45,522,맛있어요 흰칼은 칼칼한게 황태가 들어가서 시원하고 장칼도 그렇게 맵지 않고 좋아요,황태장칼국수가 궁금해 찿아간집. 국물이 아주 열일 하네요.,국물이 맛난 장칼국수 직접담근 김치랑 무생채도맛나맛나요.밥도 무료라서 배불리 잘 먹었습니다
속초 해풍,생선회,,영업 전,,522,속초 올때마다 먹는 속초해풍 숙성회가 쫀득하니 넘 맛있어요 기본 안주랑 반찬도 너무 구성이 알찹니다!,적당히 쫄깃하면서 숙성되서 적당한 감칠맛 까지 있어서 한국식 숙성회 스타일로 먹기 좋았습니다.,사진에는없지만 매운탕이 정말맛도리입니다 구성도알차고 회도정말 맛있습니다! 번창하세요사장님!
큰집,일식당,,영업 중,4.37,521,말 그대로 큰집! 횟집 큰집 모듬회가 대박이라고 속초 사시는분이 얘기해주셔서 예약하고 찾아갔습니다,속초 장사항에 맛집이네요 2인 중 10만원에 제철 모듬회가. 신선하고 푸짐해요 방문하시면 후회는 않을듯요,기대안하고 왔는데 너무너무 맛있어요! 속초 유명 물회집 ㅊㅊㅅ보다 맛있어요! 속초오면 이제 여기와야겠어요.
아프리카,요리주점,,영업 전,4.53,492,여기는 혼술하기도좋고 분위기도 좋고ㅎㅎ 안주도맛있고ㅎㅎㅈ두번째 방문인데 정말 최고에 술집입니다ㅎ,떡볶이 육전 계란말이 윙봉 모듬튀김ㅋㅋㅋ많이먹었는데 왠만한 메뉴 다 평타쳐요!,고추장 육회 맛있어요! 술이 술술 들어가는 육회였어요 또 육회 먹고싶네요
사바사바치킨&비어 속초본점,"치킨,닭강정",,영업 전,4.57,471,속초가 고향인 남자친구가 오랜만에 사바사바 치킨 먹고싶다고 해서 왔어요 여행와서 치킨!?,현지인도 믿고 자주 먹는 곳 포장해서 왔어요! 불닭웨지에 꼭 치밥하세요 완전 강추입니댜,불닭 웨지감자 먹었는데 고기가 퍽퍽한 곳 없고 다 촉촉+야들해서 좋아요
노렌,빙수,,오늘 휴무,,458,밤조림도 빙수도 맛있어요 우연히 들렸는데 기대이상이에요 감자옹심이 먹고 디저트로 굿굿,초당옥수수커피 먹으려다 초당옥수수빙수 먹으러 왔어요 우선 가게 분위기가 너무 고즈넉하고 이쁩니다.,여름 제철 초당옥수수 빙수라니 ! 토핑이 바삭바삭 담백하고 달달하니 너모너모 맛났어요
진세이로무시,한식,,영업 중,,452,분위기 인테리어가 깔끔해서 좋았습니다 고기편백찜은 먹어봤어도 해물 들어간거건 처음 먹어봐서 좀 색달랐어요,편백찜에 고기 엄청 신선하고 확실히 좋은 재료를 쓰는게 눈에 보일만큼 고기가 신선했어요 감사합니다,사장님 직원분들 진짜 친절하십니다. 홍게 너무 맛있고 고기도 맛있고 홍게라면까지 끝내줍니다.
카페루루흐,"카페,디저트",,영업 중,4.94,443,늘 지나다니는 곳인데 궁금했는데 오늘 기회가 돼서 가게됐는데 커피도 밀크티도 맛있네요.,조용하고 혼자 집중하기 좋아요 커피도 맛있고 오랜만에 혼자 여유롭게 보냈어요!,잔이 정말 다 너무 예쁩니다 밀크티도 맛있었구 카페가 조용해서 책 읽기 좋아요ㅎㅎ
다이닝옥남,이탈리아음식,,브레이크타임,4.45,439,"해산물오일파스타,명란파스타 둘다 오일베이스라 괜찮을까싶었는데 다른맛으로 맛있었어요 루꼴라도 많이넣어주시구요",파스타도 맛있지만 화덕피자인 콰트로포르마지가 진짜 맛있네요 아이들이 화덕피자에 눈뜬날입니다,루꼴라베이컨 진짜인생 화덕피자네요.! 주문시 화덕에서 바로 구워줍니다
속초거북이,요리주점,,영업 전,4.9,418,로제떡볶이와 가라아게 그리고 주먹밥 시켜 두명이 배부르게 먹었습니다!,지인의 추천을 받고 방문했는데요 ㅎ 정말 맛있게 먹었습니다! 제임슨 하이볼도 너무 맛있습니다 ㅎㅎ,속초 여행중에 찾은 안주맛집 입니다 ㅎㅎ 달달 하니 짱맛이고 튀김도 맛있고 레드락 생맥주까지
방자고기,"육류,고기요리",,영업 전,4.46,416,소고기는 방자고기가 제일 맛있는거같아요 반찬도 맛있어요 된장도맛있고 항상맛있게먹고오는곳이에요,고기가 예술입니다 입에서 녹아 사라지는 마법을 경험하게 됩니다 재방문 의사 있는 로컬맛집입니다,속초 한우 맛집 갈비살 맛집입니다 기대했던것보다 훨씬 맛있었어요 ㅎㅎ
속초 생선구이 숙이네,생선구이,,영업 중,4.42,410,어머니 모시고 강원도 속초여행와서 아침식사로 '생대구탕(2인)' 시원하고 맛있게 잘먹었습니다,비오는날 분위기 좋은집이예요 시원한 대구탕 이랑 소주 한잔 했는데 너무 맛있게 잘먹었어요. ^^,"생대구탕을 좋아해서 방문했어요. 담백하고, 깔끔한 맛이 너무 좋아요. 앞으로 단골 예약입니다. 강추에요."
선창활어횟집,생선회,,영업 중,4.3,407,선창활어횟집 가성비 가격착하고 활어회의 진수를 맛보는 횟집입니다.,평일에 가서 바로들어갔고 생선을 보니 회가 진짜 신선했습니다 매운탕도 포함이라 가성비 좋은거같아요,3인 85000원에 매운탕 포함 되어 있는데 회 진짜 신선하고 매운탕도 너무 맛있었어요!
예원수육국밥,국밥,,영업 종료,4.78,394,국물이 진한데 깔끔해요. 고기가 꽤 많이 들어 있어요. 고기가 야들야들합니다.,속초 여행가면 항상 들르는 곳입니다. 정갈한 국밥이 너무 맛있고 아이들도 잘먹어서 좋아요,국물시원 고기 적당하고 맛있네요 간마늘. 새우젓. 양념장. 청양고추로 간을 맞추니 띵 맛입니다. 추천해요
갱수네맛집,한식,,브레이크타임,4.33,391,싱싱하고 맛있었어요! 먹어본 물회 중에 가장 맛있었음ㅎㅎ 나중에 가족들이랑 다시 오고 싶어요.,전복물회 먹었는데 제 인생 1등 물회집이에요. 재료도 신선하고 양도 많아서 소면을 포기할 정도였어요^^,저번에 전복물회를 맛있게 먹고서 일반물회는 어떨지 궁금하여 재방문 해봤습니다. 결론은 꽤 만족 입니다.
원조털보네토종닭,한식,,영업 중,4.36,316,"능이백숙도 너무 맛있고 , 두부랑 메밀전이랑 . 반찬 하나하나가 정성있고 , 그만큼 맛있어요 ^^",능이오리백숙 깔끔하고 정말 맛있어요 건강한 맛 입니다. 반찬도 다 맛있네요,속초로컬맛집 오리백숙 맛있게 먹고왔어요 남은 백숙 죽 포장해주셔서 아이가 집에와서도 잘먹었어요
월간속초,요리주점,,영업 전,4.59,299,먹어 본 후토마끼중에 제일 맛있는거 같습니다! 비린맛 1도 없구요. 진짜 안주맛집이네요,혼자여행 처음인데 너무좋았어요 생맥주 맛집 다음여행에도 또 오고싶어요,"고마사바(고등어초회), 닭목살튀김, 페루우니 맛봤어요. 개인적으로 고등어요리 너무 잘하는 곳이에요."
미랑식당,"육류,고기요리",,영업 중,4.56,282,오삼불고기 너무 맛있어요! 앞으로 맛있는 백반 먹고싶을때 계속 방문할 것 같아요 너무 만족스럽게 먹었습니다,오삼불고기 진짜 대박이에여 통통한 오징어와 부드러운 고기의 조합 장난 아님!,오삼불고기 너무 맛있었어용! 반찬도 직접 담그신다는데 엄마가해준 손맛 느낌이여서 잘먹었습니다.
공대현스시 속초점,일식당,,브레이크타임,,278,속초여행 중에 검색하다가 왔는데 너무너무 맛있어요! 장어도 듬쀽 우동에 새우까지 담에 또오고싶네요^^,속초 일등 스시집 ㅈㅇ회전초밥퇴짜맞아 첫방문했는데 너 무-만족스럽고 입이 행복합니다 잘먹었어요,초밥이 예술입니다. 사장님과 직원들이 친절하네요 센스있게 미니우동도 서비스로 주시네요
청학동사거리,"전,빈대떡",,영업 전,4.41,244,모듬전이랑 떡볶이 옛날도시락 시켰는데 셋다 너무 맛있었어요! 다음에 또 올꺼에요 묵사발도 도전!,"분위기 끝판왕이예요! 모듬전, 떡볶이 모든 메뉴 다 맛있어요 다시 꼭 올집!",간단하게 한잔하기 좋고 막걸리 마시러 방문해도 좋은 매장 분위기 였어요!
어부의 만찬,"해물,생선요리",,브레이크타임,,178,속초 어부의 만찬에서 바다전골 즐겼어요 바다 해물은 여기다 모여 있는거 같아요! ㅎ 맛있게 먹고 갑니다,강원도 속초 어부의 만찬에서 해산물요리로 제대로 힐링하고 갑니다 문어가 대박이네요!,장사동맛집 어부의 만찬 용궁전골 먹었어요. 비주얼부터 감탄이 절로 나오는데 해산물도 싱싱하네요
오픈더도어,카페,,영업 중,4.47,123,"산책하다가 자주 들리는 카페에요 망고 빙수를 시켰는데, 딸기 데코까지 ㅎㅎ",커피 맛있고 컵이 예쁘네요 오레오초코빙수도 잘 먹고 왔어요 1층은 에어컨 틀어서 시원했어요,커피가 맛있는집 컵도 너무이뻐서 훔치고싶었어요 사장님 너무 친절하시고 분위기 넘 좋네요^^
풍년식당,한식,,영업 중,,107,내돈내산 후기입니다 오징어 해장국이 유명하다해서 들려봤습니다 ! 우선 반찬들 너무 맛있었구요!,오징어 해장국 먹었어요. 시원 칼칼하고 해장하러 왔다가 쏘주 주문하게 되는 집입니다.,와우 오징어 해장국 진짜 시원하니 속이 싹 풀리네요. 너무 맛있게 잘 먹었어요.
속초갓포,일식당,,영업 중,,100,속초중앙시장에서 오니기리 보다가 알려주셔서 갔어요 떠나는날이라 카이센동 먹었는데 너무 맛있었습니다!,오마카세박스가 품절이라 성게알과 단새우 맛있게 잘 먹었네요,우니에 정말 진심이신 사장님! 혼마구로동 포장했는데 품질도 좋고 정말 맛났습니다.
대관령한우마을,소고기구이,,영업 중,,77,한우 정말 맛있어요 ! 소금만 콕 찍어도 맛있었어요! 육회냉면 꼭 드셔보세요 맛집 저장하고가용 ㅎㅎ,속초 한우 맛집 대관령 한우 마을 고기부드럽고 정말 맛있어요 가성비도 완전 굿굿!,저 왜 속초 살면서 여기를 이제 알았을까요 ! 와 여기 진짜 한우에 진심이신 것 같아요 !
설악빙수,"카페,디저트",,영업 전,,77,속초에 오면 주로 안가본 곳들을 찾아보고는 합니다 그 중 숨은 빙수 맛집을 찾은 것 같습니다,수박빙수 꼭드세오 진짜 미쳤어요 작년에 먹고 계속생각나서 속초에 온김에 포장해서 왔어요,딸기큐브치즈빙수랑 딸기속에초코빙수 먹어봤어요 ^^ 재방문 의사 백백백 !
속초751샌드위치 중앙시장직영점,"카페,디저트",,영업 중,,60,속초 홍게샌드위치 유명하다고 하여 떠나는길에 후딱 사갔습니다. 주문하면 바로 샌드위치를 만들어주시더라구요.,홍게 샌드위치 유명하길래 먹어봤어요 ! 포장만 가능해서 포장해서 먹어봤어요.,홍게 샌드위치는 처음이네요. 문을 일찍 닫는편이라 택시 타고 부랴부랴 갔어요. 맛있게 잘먹었어요.
후히,카페,,영업 중,,36,정말 과일화채 최고에요 빨리 먹고 싶어서 먹다가 찍은거건데 과일 종류도 다양하고 과일양도 많아요,정말 돌어오기만 기다렸어요!>_< 여전히 존맛 빙수는 후히,속초에 크레페 파는 곳이 없었는데 생겼다고 해서 와 봤어요 크레페가 너무 맛있었습니다!
대포대게회직판장,대게요리,,영업 중,,,대포대게 가족외식으로 게먹으러 자주가주가는데 배터지게 잘먹고갑니다. 스끼도많고 회덥밥도추가해먹었어요,사장님도 친절하시고 대게도 신선하고 맛있어서 너무 만족하고왔습니다 추천드려요!,대포대게 속초가면 한달에 한번은 꼭 가는데 갈때마다 정말 우리 아이들과 함께 배터지게 잘 먹고 와요 ㅎㅎ
비치대게,대게요리,,영업 중,,,1층에서 대게를 먼저 고르는데 직원분께서 친철하게 설명해주셨어요 대게가 엄청 싱싱해 보였네요,1층에서 원하는만큼 대게를 골라 결제하고 3층으로 올라가서 식사하는 시스템이에요,라면은 사진을 못 찍었지만 라면이 진짜 맛있어요.술이 저절로 들어가는 맛! 추천합니다 ㅎㅎ
바람꽃해녀마을 속초본점,전복요리,,영업 중,,,바람꽃해녀마을 속초본점 가시면 전복물회랑 전복뚝배기는 꼭 드셔보세요!,속초에 왔으니 물회를 먹어볼까하고 검색하고 찾은 집. 가보니 매장도 크고 주차 자리도 많네요.,성게알이 제철이라고 해서 재방문했는데요 너무신선해서 기절할뻔했어요 ㅎㅎ 물회 너무 맛있어요 추천드립니다
88순대국,"순대,순댓국",,영업 중,,,속초 중앙시장 방문하는길에 지나가다가 우연히 들어간 순대국집이었는데 너무 맛있게 잘 먹었습니다.,오징어순대와 아바이순대국밥입니다. 오징어순대는 명태회무침과 먹으면 맛있습니다. 생각보다 양이 많았어요.,김치순대국 진짜 짱입니다 속초 88순대국밥집에서만 맛볼수 있는맛입니다 꼭 드셔보세요 40년전통입니다
속초 교동짬뽕 본점,중식당,,영업 중,,,짬뽕 짜장 탕수육 다 맛있어요 아이들과 함께 가기 좋아요,두번째 방문역시 맛있었어요.역시 교동짬뽕 아이도 맛있게 먹고왔어요,짬뽕이 엄청 맛있어요 칼칼하고 적당히 매워서 매운맛 즐기시는 분들이 좋아할 맛입니다!-!
영식이네순대국밥 속초,"순대,순댓국",,영업 중,,,돼지국밥집에 냄새하나 안나고 메뉴도 다양하고 너무 맛있습니다 자주 갈 예정,아버님 모이고 속초여행 속초에서 순대국?! 너무 맛있게 잘 먹고 왔습니다 꼭! 드셔보세요 ^^,여행갓다가 들렸어요 장x국밥이랑 엄청 고민하다 갓는데 존 맛탱이였어요 ㅋㅋㅋ
당근마차,포장마차,,영업 중,,,무뼈닭발 대존맛탱 밥 시켜서 비벼 먹었는데 사랑에 빠졌습니다 전복회도 신선하고 오징어순대도 굿굿,해산물이 신선하고 모듬에는 개불 전복 세꼬시 가리비 소라가 나왔어요 미역국이 맛있음,우리가 간 날은 털게탕이 없어서 너무 아쉬웠지만 도치알탕 맛있었다
이목리막국수,막국수,,영업 중,,,속초 여행할때마다 들리는 막국수 찐 맛집! 산속이라 공기도 좋고 분위기도 너무 좋아서 더욱 더 맛있어요.,속초에서 애견동반 가능한 식당을 찾던 중 발견한 곳이에요. 막국수랑 회막국수 너무 맛있었어요.,맛있는곳 평점 높은 식당! 직접 먹어보니 오오 맛있어용 모밀국수이면서 비빔국수 두가지 다 잡았닷!
아쿠아딜리버리 회포장,생선회,,영업 중,,,말로만 모둠회가 아니라 정말 다양한 종류에 회를 맛볼수있는 속초 회포장 맛집 아쿠아딜리버리 회포장 집이예요,속초 여행 중 속초 회포장 맛집 아쿠아 딜리버리에서 계절 바다 모둠회를 포장 주문했습니다.,여행지에서 바베큐와 함께 즐기려고 예약해두고 방문했어요.
아루나,"카페,디저트",,영업 중,,,뻥 뚤린 속초바다가 잘 보이는 카페에요! 커피랑 에이드 다쿠아즈 주문했는데 완전 맛있었어요,속초 바다가 보이는 맛있는 디저트가 있는 카페입니다 총 2층으로 1층은 실내 2층은 루프탑이 있어요,"차타고 드라이브하다가 우연히 발견해서 들어왔는데, 커피 맛집이더라구요 !"
매자식당,베트남음식,,브레이크타임,,,속초까지가서 쌀국수를먹냐 싶었는데 왜 유명한지 알겠네요ㅋ 그리고 대기많은데 순조롭게 잘 안내해주셔요.,나시고랭 먹고싶어서 갔어요 역시나 쌀국수도 나시고랭도 맛있습니다,맛있어요 많이 기다려서 먹고싶은 특별함은 없고 수도권에 있는 맛있다하는 쌀국수 정도에요
속초 바베큐 338,"육류,고기요리",새로오픈,영업 중,,,데이트 저녁 먹으러 속초 바베큐 338 왔어요. 2인플래터로 둘이 먹기 충분해요. 맛나게 잘 먹고 갑니다.,"속초 고기집, 노학동맛집 바베큐 맛집입니다 감자도 바삭바삭 맛있게 잘 먹었습니다",다양한 바베큐를 즐길수있어 좋아요 홀이 진짜 넓어서 가족단위나 단체식사하기에도 좋을거같아요 ㅎㅎ
황부자튀김,종합분식,,영업 중,,,누룽지오징어순대랑 튀김사러 황부자튀김 방문했어요! 즉석에서 바로 튀겨주셔서 완전 따끈 바삭해요,아이들과 함께 왔어요 ^^ 베이비크랩 소 새우강정 소 누룽지오징어순대+아바이순대 세트 먹었어요,속초에가면 꼭 먹고오는 새우튀김랑 대게튀김! 왕새우튀김은 진짜 꼭 시켜야하고
장사항홍게사랑,게요리,,영업 중,,,초4아이랑 엄마랑 둘이서 다녀왔어요 홍게가 대게 만큼 크고 대게 맛이나요ㅋㅋ 사장님도 친절하세요 ^^,저번에 혼자 라면 한그릇 먹어도 친절히 잘해주셨던 기억에 다시 왔어요!ㅎㅎ,음식 너무 맛있고 젓갈리얼맛집! 라면도 너무 맛있어요!
갯배가을동화생선구이,생선구이,,영업 중,,,속초와서 먹은 생선구이 대구탕 중에 제일 맛집이에요 대구탕 신선해서 살살녹아요,갈치조림이 정말 맛있어요! 직원분들 친절하시고 솥밥도 맛있고 전반적으로 맛있어요 재방문의사 있습니다!,평일 늦저녁이라 웨이팅없었고 생선구이가 너무맛나네요! 사장님이 엄청 친절하십니다
대선횟집,생선회,,영업 중,,,모두 친절하셔서 기분 좋았어요. 무엇보다 회가 싱싱하니 정말 맛있었고 매운탕이 끝짱납니다 ^^,창가 자리에 마련해주셔서 좋은 경치보며 맛있게 먹었네요! 매운탕도 칼칼하니 마무리로 먹기 너무 좋았어요!,동명항인근 3층까징 있는 대형횟집 3층에서 영금정을 바라보며 먹는 대게와 모듬회 아주 죽여줍니다
하성짬뽕순두부,한식,,브레이크타임,,,짬뽕순두부 주문하니 솥밥도 같이 나오는데 밥도 찰지고 순두부는 깔끔하고 칼칼하니 맛있어요,가게도 쾌적하고 해물도 싱싱하고 맛있어요! 국물이 진하고 아바이순대랑 전병도 다 맛있어요#속초맛집,가족과 나들이 나왔다 들렸어요. 짬뽕낙지순두부와 홍게살순두부를 시켰습니다.
일출횟집 대포항 본점,대게요리,,영업 중,,,대포항에서 대게를 먹으려고 방문했습니다. 전용 주차장이 있어서 주차하기도 정말 편하고요. 정말 맛있었어요!,속초여행 마무리는 대게세트로 둘이 플렉스했오용 넘 맛났고 소주도 슬러시라 너무 좋음 ㅋㅋ,남편과 함께 방문 홍게세트 먹었는데 정말 맛있어요! 회까지 먹을수있고 일석이조였네요 ㅎㅎ
동명항오징어난전5호,"해물,생선요리",,영업 중,,,5호 오징어무침 너무맛있어요 오늘은포장해서먹었습니당 사장님 너무친절하시고 5호 찐 단골입니다!,너무 맛잇어요!오징어회너무 싱싱햣어요 담에 또 오고싶은곳!,양미리구이 맛있어요
속초회관,요리주점,,영업 전,,,속초여행중에 찾은 술집 완전 레트로감성입니다.짱짱짱 분위기에 술맛도 더 있는것같아요.,속초 여행가서 저녁 술 한잔 숙소에서 20분 걸어가서 먹은 속초주점 분위기 좋구 오뎅탕 맛있습니다.,음악도 좋고 어묵탕도 맛있고 친구와 술한잔 대화하기 좋은 곳입니다:)
영빈반점,중식당,,브레이크타임,,,황짜장이 특이해요 약간 매운맛인데 느끼하지 않고 독특해요 일반짜장도 맛있어요,짜장면 짬뽕 둘다 깔끔하고 맛있어요! 양도 많고 가성비가 좋아오,탕수육 작은 사이즈인데도 푸짐하고 정말 바삭하고 맛있어요 ^^ 짜장도 보통인데 어찌나 많던지 ^^
설악본가설렁탕,"곰탕,설렁탕",,영업 중,,,우연히발견한 맛집이예요 설렁탕국물까지 다먹은거건 이집이 처음인것같아요 굿!,설랑탕 맛있게 먹었는데. 갈비탕을 많이들 드시네요 가격도 많이 올랐어요.,찐한 설렁탕 맛이 좋았어요 매장도 크고 이층 뷰도 멋있어요
진솔할머니순두부,두부요리,,영업 중,,,담백한 초당순두부와 매콤한 얼큰순두부 그리고 오징어순대를 같이 먹었어요,순두부의 고소함과 해물의 시원하고 얼큰한 맛이 일품이였어용,속초에도 순두부 마을이 있는지 몰랐어요! 덕분에 맛있게 한끼 식사 먹었습니당
